text,Food,Phenotype,label
"[In German:] Sauerkrautsaft regt die Verdauung an.
Clarification provided
Helps to support the digestion / contributes to the normal function of intestinal tract / functioning of the stomach / sauerkaut juice activate the eupepsia.",Sauerkraut Saft (milchsauer vergorener Weißkohl (Brassica oleracea var. capitata),changes in bowel function,0
"[In German:] Stutenmilch kann die Anzahl an Bifidusbakterien im Darm erhöhen.
Clarification provided
Mare’s milk is able to increase the number of intestinal bifidus bacteria","Stutenmilch, naturbelassen",Increasing numbers of gastro-intestinal microorganisms,1
"[In German:] Stutenmilch kann die Anzahl an Bifidusbakterien im Darm erhöhen.
Clarification provided
Mare’s milk is able to increase the number of intestinal bifidus bacteria","Stutenmilch, naturbelassen",“Immune system”,1
"[In German:] trägt zur sichtbaren Verbesserung der Hautoberflächenstruktur bei.
Clarification provided
Contributes to visible improvement of the skin surface structure.",natürliches Mineralwasser,Maintenance of structure and elasticity of the skin,2
"energizer and proteic food supplement / recomended for fast increase of energy, strenght and muscular development / recovery musular energy after physical and mental effort","Fructose, Glucose, Maltodextrine, Milk protein concentrate, 5.Soy protein concentrate, Creatine, Vitamin C, Magnezium Oxide, Zinc Oxide,Alimentary flavors",growth or maintenance of muscle mass,1
glutamine improves body metabolism,Glutaminian,growth or maintenance of muscle mass,1
"help delay the onset of fatigue during a subsequent bout of exercise helps you to perform for longer improves subsequent endurance capacity can help the body recover more effectively from exercise ensures adequate hydration and restores endurance capacity liquid carbohydrate is as effective, if not more effective than a solid form for glycogen resynthesis",Carbohydrate electrolyte drinks,reduction in the rated perceived exertion/effort during exercise,1
help to maintain a normal glucose level.,Punica granatum-fruits-Punicaceae-Dadhima-Pomegranate,maintenance of normal blood glucose concentrations,0
helps the development of the intestinal flora [APPENDIX 1]; stimulates the growth of Bifidobacteria in the colon; is a prebiotic; is bifidogenic; promotes healthy/balanced/good gut bacteria; supports healthy gastrointestinal flora; promotes healthy gut bacteria or microflora; promotes good digestive health; promotes gastrointestinal/bowel/gut/colonic health; promotes proper/healthy bowel function; supports healthy gastrointestinal flora; improves intestinal conditions; promotes intestinal health; promotes healthy conditions in the colon; improves digestive/bowel function; improves digestive/gut comfor,Lactulose,Decreasing potentially pathogenic gastro-intestinal microorganisms,1
"helps to control fat metabolism
influences lipid metabolism and storage.
increases lean muscle mass
reduces body fat percentage
helps to reduce body fat mass while increasing lean body mass
helps to reduce body fat mass
helps to reduce the amount of fat you store after eating
helps to decrease the amount of fat stored in your body
helps to reduce you abdominal fat mass
helps to reduce fat mass in your abdomen and thighs
helps to improve your body shape
helps to increase lean body mass
helps reduce weight gain 
helps to reduce SAD (sagittal abdominal diameter)
helps to prevent the yoyo-effect after a diet
helps to reduce muscle protein loss during a diet
helps to increase feelings of fullness and satiety","Conjugated Linoleic acid (cis-9, trans-11 and trans-10, cis-12)",contribution to the maintenance or achievement of a normal body weight,1
helps to keep normal blood cholesterol,Evening primrose oil (Oenothera biennis) contains gamalinolenic acid,maintenance of normal blood LDL-cholesterol concentrations,0
helps to keep normal blood preassure,Evening primrose oil (Oenothera biennis) contains gamalinolenic acid,Maintenance of normal blood pressure,0
helps to lower level of the consumed alcohol in the body by decelerating of the absorbin of alcohol,Mix of Glucose-Fructose,Decreasing the absorption of alcohol,2
"helps to maintain normal vision, recomended in dry and irritable eyes, incineration and ephiphora and inflamed eyelids, helps to preserve elasticity and permeability of capilars of retina and supports good blood circulation in eyes",zeaxantin,maintenance of normal vision,0
instant drink which helps burning fats / accelerate the fats metabolism / increase physical performances and effort resistance,"Fructose, L/Carnitine",contribution to the maintenance or achievement of a normal body weight,1
mineral(s) help the development of all body structures. -mineral(s) are essential for your body. -we need mineral(s) to make the body functions work. -mineral(s) is a factor in the maintenance of good health,All minerals,“multivitamin supplementation to sustain vitality while aging” and “development”,0
probiotic enhances levels of beneficial microflora balances your intestinal microflora beneficially affects the intestinal flora supports a balanced beneficial gastro-intestinal microflora,Bifidobacterium animalis Lafti B94 (CBS118.529),decreasing potentially pathogenic intestinal microorganisms,1
probiotic enhances levels of beneficial microflora balances your intestinal microflora beneficially affects the intestinal flora supports a balanced beneficial gastro-intestinal microflora,"Name of Food product: fermented dairy products

Description of food in terms of food legislation categories: food not covered by specific food legislation

Was food on Irish market before 1st July 2007: Yes",decreasing potentially pathogenic intestinal microorganisms,1
"remineralizes/restores tooth enamel after meals
increases tooth surface hardness
helps strengthen teeth.",Calcium phosphoryl oligosaccharide,maintenance of tooth mineralisation,1
“HPMC promotes good digestive health and regularity.” “HPMC promotes good digestive health.” “HPMC promotes regularity.” “HPMC helps maintain good digestive health and regularity.” HPMC helps maintain good digestive health.” “HPMC helps maintain regularity.” “HPMC helps promote better digestion.” “Soluble fibre such as HPMC helps promote better digestion.” “HPMC helps promote better digestion.” “HPMC helps promote a healthy digestive system.” “Soluble fibre such as HPMC promotes a healthy digestive system.” “HPMC promotes a healthy digestive system.” “HPMC/ dietary fibre helps to maintain normal bowel/colonic function.” “HPMC/dietary fibre promotes regularity.” “HPMC/dietary fibre ensures a healthy digestive system/function.”,"Hydroxypropyl methylcellulose (HPMC)
Dietary fibre",maintenance of normal bowel function,0
"“Provides antioxidant protection.”
“For daily detoxification support.”
“Research indicates that chlorophyllin may modulate the activity of detoxification enzymes and provide antioxidant protection against free radicals.”","Chlorophyllin
[Sodium copper chlorophyllin]",reduction of gastro-intestinal discomfort,2
"• For people with a sensitive stomach;
• Soothes a sensitive stomach;
• Protects the stomach lining",Fat-reduced cream powder (rich source of milk phospholipids),Reduction of gastric acid,2
